Lab,Experimenter,Drug for Plate,Drug for Plate Concentration,Drug for plate concentration units,Worm Species,Worm Strain from plate,Worm strain thaw date,Start Date,Plate_Title,PlateID,Age at Death,Dead,Censor,Reason for Censor,Temperature,DeathNoCen,Experiment Name,Experimenter for observation,Plate Position,scanner name,Story Board Annotator,model file,Experiment Name for Plate,Total,Compound_Conc,compound_vector,Duration_Not_Moving_Fast,AgeofAdult,Experiment Conditions,Enviromental Conditions,Subset,Group,Group
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,7,1,0,,20,7,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,12,0,1,extrusion,20,,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,0,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,26,1,0,,20,26,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,24,1,0,,20,24,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,21,1,0,,20,21,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,21,1,0,,20,21,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,1,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_1UM_2,50060115,31,1,0,,20,31,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_1ΜM,_0ΜM - NDGA_1ΜM = 0,,,,,D,N2_PD1073~NDGA~1~D,N2_PD1073~NDGA~1~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,10,1,0,,20,10,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,10,0,1,lost,20,,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,0,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,17,1,0,,20,17,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,14,1,0,,20,14,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,12,1,0,,20,12,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,26,1,0,,20,26,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,26,0,1,lost,20,,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,0,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,24,1,0,,20,24,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,24,1,0,,20,24,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,24,1,0,,20,24,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,21,1,0,,20,21,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,21,1,0,,20,21,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,19,1,0,,20,19,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,31,1,0,,20,31,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,31,1,0,,20,31,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,28,1,0,,20,28,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,10,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_10UM_2,50060120,38,1,0,,20,38,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_10ΜM,_0ΜM - NDGA_10ΜM = 0,,,,,D,N2_PD1073~NDGA~10~D,N2_PD1073~NDGA~10~D
PHILLIPS,COLEMAN-HULBERT_A,NDGA,50,μM,C_ELEGANS,N2_PD1073,,04/15/2016,N2_PD1073_NDGA_50UM_2,50060125,10,1,0,,20,10,PS_041516_ACH,COLEMAN-HULBERT_A,,,,,PS_041516_ACH,,NDGA_50ΜM,_0ΜM - NDGA_50ΜM = 0,,,,,D,N2_PD1073~NDGA~50~D,N2_PD1073~NDGA~50~D
